Titulo;Temporada;Estudios;Temas;Generos;Estreia;Transmissão;Nota;Qntd Avaliações;Faixa-etaria;Qntd de Membros;Favoritado por;Produtores;Distribuidores
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau";"fall";"EMT Squared";"Harem";"Action|Fantasy";"02/10/2022";"Sundays at 22:00 (JST)";"6.93";"99.767";"PG-13 - Teens 13 or older";"197.963";"1.041";"Square Enix|Nippon Columbia|Nikkatsu|Crunchyroll|Yomiuri TV Enterprise|Jinnan Studio|Hakuhodo|Muse Communication";"N/A"
"Mairimashita! Iruma-kun 3rd Season";"fall";"Bandai Namco Pictures";"Isekai|School";"Comedy|Fantasy";"08/10/2022";"Saturdays at 18:25 (JST)";"7.82";"84.252";"PG-13 - Teens 13 or older";"195.884";"1.265";"NHK|NHK Enterprises";"N/A"
"Urusei Yatsura (2022)";"fall";"David Production";"N/A";"Comedy|Romance|Sci-Fi";"14/10/2022";"Fridays at 00:55 (JST)";"7.41";"48.161";"PG-13 - Teens 13 or older";"178.782";"1.184";"Aniplex|Dentsu|Shogakukan-Shueisha Productions|Fuji TV|Shogakukan|Fuji Creative";"Sentai Filmworks"
"Akuyaku Reijou nanode Last Boss wo Kattemimashita";"fall";"Maho Film";"Isekai|Reincarnation";"Comedy|Fantasy|Romance";"01/10/2022";"Saturdays at 22:30 (JST)";"7.21";"84.887";"PG-13 - Teens 13 or older";"175.674";"1.020";"WOWOW|Mainichi Broadcasting System|Tokyo MX|bilibili|Kadokawa|Bit grooove promotion|NetEase|ADK Marketing Solutions";"Crunchyroll"
"Shinobi no Ittoki";"fall";"TROYCA";"School";"Action";"04/10/2022";"Tuesdays at 20:00 (JST)";"6.06";"60.430";"PG-13 - Teens 13 or older";"168.079";"708";"TMS Entertainment|Toy's Factory|DMM pictures|DMM Music|NetEase|Vobile Japan";"N/A"
"Akiba Meido Sensou";"fall";"P.A. Works";"Organized Crime";"Action|Comedy";"07/10/2022";"Fridays at 00:00 (JST)";"7.58";"66.470";"R - 17+ (violence & profanity)";"160.644";"1.016";"Shochiku|Movic|Tokyo MX|Fields|Cygames|Tencent Japan|dugout|Happinet Media Marketing";"Sentai Filmworks"
"Kidou Senshi Gundam: Suisei no Majo";"fall";"Sunrise";"Mecha|School|Space";"Action|Sci-Fi";"02/10/2022";"Sundays at 17:00 (JST)";"7.86";"79.779";"R - 17+ (violence & profanity)";"159.148";"1.605";"Sotsu|Mainichi Broadcasting System|Bandai Namco Filmworks";"N/A"
"Renai Flops";"fall";"Passione";"Harem|School";"Comedy|Romance|Sci-Fi|Ecchi";"12/10/2022";"Wednesdays at 21:00 (JST)";"6.71";"56.875";"R+ - Mild Nudity";"145.380";"774";"Movic|AT-X|Tokyo MX|TV Aichi|BS11|Sun TV|NTT Plala|Kadokawa";"Sentai Filmworks"
"Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.";"fall";"Studio A-CAT";"N/A";"Action|Adventure|Fantasy";"01/10/2022";"Saturdays at 22:00 (JST)";"5.96";"54.972";"PG-13 - Teens 13 or older";"136.975";"465";"Nippon Columbia|KlockWorx|Bushiroad|NBCUniversal Entertainment Japan|Docomo Anime Store|Futabasha|bilibili|Bushiroad Move";"Sentai Filmworks"
"Do It Yourself!!";"fall";"PINE JAM";"CGDCT|School";"Slice of Life";"06/10/2022";"Thursdays at 00:00 (JST)";"7.45";"41.735";"PG-13 - Teens 13 or older";"110.096";"586";"TV Tokyo|AT-X|TV Tokyo Music|Avex Pictures|BS11|Sumitomo|MAGNET";"N/A"
"Futoku no Guild";"fall";"TNK";"Harem";"Comedy|Fantasy|Ecchi";"05/10/2022";"Wednesdays at 23:30 (JST)";"6.56";"40.620";"R+ - Mild Nudity";"109.226";"485";"Square Enix|Lantis|AT-X|Egg Firm|Kadokawa|Bandai Namco Music Live";"Sentai Filmworks"
"Arknights: Reimei Zensou";"fall";"Yostar Pictures";"N/A";"Action|Fantasy";"29/10/2022";"Saturdays at 01:23 (JST)";"7.08";"37.345";"PG-13 - Teens 13 or older";"107.241";"1.062";"Hypergryph|Studio Montagne|Yostar|Legendoor";"N/A"
"Golden Kamuy 4th Season";"fall";"Brain's Base";"Adult Cast|Historical|Military";"Action|Adventure";"03/10/2022";"Mondays at 23:00 (JST)";"8.11";"35.053";"R - 17+ (violence & profanity)";"98.896";"591";"NBCUniversal Entertainment Japan|Tokyo MX|Good Smile Company|Sammy|Shueisha|JR East Marketing & Communications|Twin Engine";"N/A"
"Chainsaw Man";"fall";"MAPPA";"Gore";"Action|Fantasy";"12/10/2022";"Wednesdays at 00:00 (JST)";"8.49";"874.566";"R - 17+ (violence & profanity)";"1.567.147";"47.904";"dugout";"N/A"
"Spy x Family Part 2";"fall";"Wit Studio|CloverWorks";"Childcare";"Action|Comedy";"01/10/2022";"Saturdays at 23:00 (JST)";"8.25";"500.840";"PG-13 - Teens 13 or older";"945.404";"7.447";"TV Tokyo|Shogakukan-Shueisha Productions|TOHO animation|Shueisha";"N/A"
"Blue Lock";"fall";"8bit";"Team Sports";"Sports";"09/10/2022";"Sundays at 01:30 (JST)";"8.25";"373.412";"PG-13 - Teens 13 or older";"707.348";"12.694";"TV Asahi|Lantis|Kodansha|Toy's Factory|Crunchyroll|Bandai Spirits|Bit grooove promotion|Bandai Namco Filmworks|Bandai Namco Music Live";"N/A"
"Mob Psycho 100 III";"fall";"Bones";"Super Power";"Action|Comedy|Supernatural";"06/10/2022";"Thursdays at 00:00 (JST)";"8.71";"344.487";"PG-13 - Teens 13 or older";"701.252";"10.653";"Shogakukan-Shueisha Productions|Warner Bros. Japan|KlockWorx|BS Fuji|Hakuhodo DY Music & Pictures|Shogakukan";"N/A"
"Kage no Jitsuryokusha ni Naritakute!";"fall";"Nexus";"Isekai|Reincarnation";"Action|Comedy|Fantasy";"05/10/2022";"Wednesdays at 22:30 (JST)";"8.28";"357.410";"R - 17+ (violence & profanity)";"667.461";"15.324";"AT-X|BS NTV|Kadokawa|NewGin|Aiming";"Sentai Filmworks"
"Boku no Hero Academia 6th Season";"fall";"Bones";"School|Super Power";"Action";"01/10/2022";"Saturdays at 17:30 (JST)";"8.28";"324.968";"PG-13 - Teens 13 or older";"666.682";"7.232";"Dentsu|Yomiuri Telecasting|Movic|Sony Music Entertainment|TOHO animation|Shueisha";"N/A"
"Bocchi the Rock!";"fall";"CloverWorks";"CGDCT|Music";"Comedy";"09/10/2022";"Sundays at 00:00 (JST)";"8.78";"362.320";"PG-13 - Teens 13 or older";"598.515";"29.070";"Aniplex|Houbunsha";"Crunchyroll"
"Bleach: Sennen Kessen-hen";"fall";"Pierrot";"N/A";"Action|Adventure|Fantasy";"11/10/2022";"Tuesdays at 00:00 (JST)";"9.01";"292.495";"R - 17+ (violence & profanity)";"559.822";"20.905";"TV Tokyo|Aniplex|Dentsu|Shueisha";"VIZ Media"
"Fuufu Ijou, Koibito Miman.";"fall";"studio MOTHER";"Love Polygon|School";"Romance";"09/10/2022";"Sundays at 22:00 (JST)";"7.58";"170.858";"PG-13 - Teens 13 or older";"319.611";"3.590";"Lantis|Rakuonsha|AT-X|KlockWorx|Exa International|Sun TV|Kadokawa|Bandai Namco Music Live";"N/A"
"Fumetsu no Anata e Season 2";"fall";"Drive";"N/A";"Adventure|Drama|Supernatural";"23/10/2022";"Sundays at 19:00 (JST)";"8.08";"103.858";"R - 17+ (violence & profanity)";"283.033";"1.563";"NHK|Kodansha|NHK Enterprises";"N/A"
"Tensei shitara Ken deshita";"fall";"C2C";"Isekai|Reincarnation";"Action|Adventure|Fantasy";"05/10/2022";"Wednesdays at 23:00 (JST)";"7.52";"138.252";"PG-13 - Teens 13 or older";"277.937";"1.709";"Gentosha Comics|Nikkatsu|NBCUniversal Entertainment Japan|JR East Marketing & Communications|Micro Magazine Publishing|BS Asahi|GREE Entertainment|Micro House";"Sentai Filmworks"
"Uzaki-chan wa Asobitai! Double";"fall";"ENGI";"Adult Cast|Romantic Subtext";"Comedy";"01/10/2022";"Saturdays at 21:00 (JST)";"7.25";"82.803";"PG-13 - Teens 13 or older";"221.690";"917";"Movic|AT-X|Sammy|ABC Animation|Kadokawa|INCS toenter";"N/A"
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau";"fall";"EMT Squared";"Harem";"Action|Fantasy";"02/10/2022";"Sundays at 22:00 (JST)";"6.93";"99.767";"PG-13 - Teens 13 or older";"197.963";"1.041";"Square Enix|Nippon Columbia|Nikkatsu|Crunchyroll|Yomiuri TV Enterprise|Jinnan Studio|Hakuhodo|Muse Communication";"N/A"
"Mairimashita! Iruma-kun 3rd Season";"fall";"Bandai Namco Pictures";"Isekai|School";"Comedy|Fantasy";"08/10/2022";"Saturdays at 18:25 (JST)";"7.82";"84.252";"PG-13 - Teens 13 or older";"195.884";"1.265";"NHK|NHK Enterprises";"N/A"
"Urusei Yatsura (2022)";"fall";"David Production";"N/A";"Comedy|Romance|Sci-Fi";"14/10/2022";"Fridays at 00:55 (JST)";"7.41";"48.161";"PG-13 - Teens 13 or older";"178.782";"1.184";"Aniplex|Dentsu|Shogakukan-Shueisha Productions|Fuji TV|Shogakukan|Fuji Creative";"Sentai Filmworks"
"Akuyaku Reijou nanode Last Boss wo Kattemimashita";"fall";"Maho Film";"Isekai|Reincarnation";"Comedy|Fantasy|Romance";"01/10/2022";"Saturdays at 22:30 (JST)";"7.21";"84.887";"PG-13 - Teens 13 or older";"175.674";"1.020";"WOWOW|Mainichi Broadcasting System|Tokyo MX|bilibili|Kadokawa|Bit grooove promotion|NetEase|ADK Marketing Solutions";"Crunchyroll"
"Shinobi no Ittoki";"fall";"TROYCA";"School";"Action";"04/10/2022";"Tuesdays at 20:00 (JST)";"6.06";"60.430";"PG-13 - Teens 13 or older";"168.079";"708";"TMS Entertainment|Toy's Factory|DMM pictures|DMM Music|NetEase|Vobile Japan";"N/A"
"Akiba Meido Sensou";"fall";"P.A. Works";"Organized Crime";"Action|Comedy";"07/10/2022";"Fridays at 00:00 (JST)";"7.58";"66.470";"R - 17+ (violence & profanity)";"160.644";"1.016";"Shochiku|Movic|Tokyo MX|Fields|Cygames|Tencent Japan|dugout|Happinet Media Marketing";"Sentai Filmworks"
"Kidou Senshi Gundam: Suisei no Majo";"fall";"Sunrise";"Mecha|School|Space";"Action|Sci-Fi";"02/10/2022";"Sundays at 17:00 (JST)";"7.86";"79.779";"R - 17+ (violence & profanity)";"159.148";"1.605";"Sotsu|Mainichi Broadcasting System|Bandai Namco Filmworks";"N/A"
"Renai Flops";"fall";"Passione";"Harem|School";"Comedy|Romance|Sci-Fi|Ecchi";"12/10/2022";"Wednesdays at 21:00 (JST)";"6.71";"56.875";"R+ - Mild Nudity";"145.380";"774";"Movic|AT-X|Tokyo MX|TV Aichi|BS11|Sun TV|NTT Plala|Kadokawa";"Sentai Filmworks"
"Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.";"fall";"Studio A-CAT";"N/A";"Action|Adventure|Fantasy";"01/10/2022";"Saturdays at 22:00 (JST)";"5.96";"54.972";"PG-13 - Teens 13 or older";"136.975";"465";"Nippon Columbia|KlockWorx|Bushiroad|NBCUniversal Entertainment Japan|Docomo Anime Store|Futabasha|bilibili|Bushiroad Move";"Sentai Filmworks"
"Do It Yourself!!";"fall";"PINE JAM";"CGDCT|School";"Slice of Life";"06/10/2022";"Thursdays at 00:00 (JST)";"7.45";"41.735";"PG-13 - Teens 13 or older";"110.096";"586";"TV Tokyo|AT-X|TV Tokyo Music|Avex Pictures|BS11|Sumitomo|MAGNET";"N/A"
"Futoku no Guild";"fall";"TNK";"Harem";"Comedy|Fantasy|Ecchi";"05/10/2022";"Wednesdays at 23:30 (JST)";"6.56";"40.620";"R+ - Mild Nudity";"109.226";"485";"Square Enix|Lantis|AT-X|Egg Firm|Kadokawa|Bandai Namco Music Live";"Sentai Filmworks"
"Arknights: Reimei Zensou";"fall";"Yostar Pictures";"N/A";"Action|Fantasy";"29/10/2022";"Saturdays at 01:23 (JST)";"7.08";"37.345";"PG-13 - Teens 13 or older";"107.241";"1.062";"Hypergryph|Studio Montagne|Yostar|Legendoor";"N/A"
"Golden Kamuy 4th Season";"fall";"Brain's Base";"Adult Cast|Historical|Military";"Action|Adventure";"03/10/2022";"Mondays at 23:00 (JST)";"8.11";"35.053";"R - 17+ (violence & profanity)";"98.896";"591";"NBCUniversal Entertainment Japan|Tokyo MX|Good Smile Company|Sammy|Shueisha|JR East Marketing & Communications|Twin Engine";"N/A"
"Chainsaw Man";"fall";"MAPPA";"Gore";"Action|Fantasy";"12/10/2022";"Wednesdays at 00:00 (JST)";"8.49";"874.566";"R - 17+ (violence & profanity)";"1.567.147";"47.904";"dugout";"N/A"
"Spy x Family Part 2";"fall";"Wit Studio|CloverWorks";"Childcare";"Action|Comedy";"01/10/2022";"Saturdays at 23:00 (JST)";"8.25";"500.840";"PG-13 - Teens 13 or older";"945.404";"7.447";"TV Tokyo|Shogakukan-Shueisha Productions|TOHO animation|Shueisha";"N/A"
"Blue Lock";"fall";"8bit";"Team Sports";"Sports";"09/10/2022";"Sundays at 01:30 (JST)";"8.25";"373.412";"PG-13 - Teens 13 or older";"707.348";"12.694";"TV Asahi|Lantis|Kodansha|Toy's Factory|Crunchyroll|Bandai Spirits|Bit grooove promotion|Bandai Namco Filmworks|Bandai Namco Music Live";"N/A"
"Mob Psycho 100 III";"fall";"Bones";"Super Power";"Action|Comedy|Supernatural";"06/10/2022";"Thursdays at 00:00 (JST)";"8.71";"344.487";"PG-13 - Teens 13 or older";"701.252";"10.653";"Shogakukan-Shueisha Productions|Warner Bros. Japan|KlockWorx|BS Fuji|Hakuhodo DY Music & Pictures|Shogakukan";"N/A"
"Kage no Jitsuryokusha ni Naritakute!";"fall";"Nexus";"Isekai|Reincarnation";"Action|Comedy|Fantasy";"05/10/2022";"Wednesdays at 22:30 (JST)";"8.28";"357.410";"R - 17+ (violence & profanity)";"667.461";"15.324";"AT-X|BS NTV|Kadokawa|NewGin|Aiming";"Sentai Filmworks"
"Boku no Hero Academia 6th Season";"fall";"Bones";"School|Super Power";"Action";"01/10/2022";"Saturdays at 17:30 (JST)";"8.28";"324.968";"PG-13 - Teens 13 or older";"666.682";"7.232";"Dentsu|Yomiuri Telecasting|Movic|Sony Music Entertainment|TOHO animation|Shueisha";"N/A"
"Bocchi the Rock!";"fall";"CloverWorks";"CGDCT|Music";"Comedy";"09/10/2022";"Sundays at 00:00 (JST)";"8.78";"362.320";"PG-13 - Teens 13 or older";"598.515";"29.070";"Aniplex|Houbunsha";"Crunchyroll"
"Bleach: Sennen Kessen-hen";"fall";"Pierrot";"N/A";"Action|Adventure|Fantasy";"11/10/2022";"Tuesdays at 00:00 (JST)";"9.01";"292.495";"R - 17+ (violence & profanity)";"559.822";"20.905";"TV Tokyo|Aniplex|Dentsu|Shueisha";"VIZ Media"
"Fuufu Ijou, Koibito Miman.";"fall";"studio MOTHER";"Love Polygon|School";"Romance";"09/10/2022";"Sundays at 22:00 (JST)";"7.58";"170.858";"PG-13 - Teens 13 or older";"319.611";"3.590";"Lantis|Rakuonsha|AT-X|KlockWorx|Exa International|Sun TV|Kadokawa|Bandai Namco Music Live";"N/A"
"Fumetsu no Anata e Season 2";"fall";"Drive";"N/A";"Adventure|Drama|Supernatural";"23/10/2022";"Sundays at 19:00 (JST)";"8.08";"103.858";"R - 17+ (violence & profanity)";"283.033";"1.563";"NHK|Kodansha|NHK Enterprises";"N/A"
"Tensei shitara Ken deshita";"fall";"C2C";"Isekai|Reincarnation";"Action|Adventure|Fantasy";"05/10/2022";"Wednesdays at 23:00 (JST)";"7.52";"138.252";"PG-13 - Teens 13 or older";"277.937";"1.709";"Gentosha Comics|Nikkatsu|NBCUniversal Entertainment Japan|JR East Marketing & Communications|Micro Magazine Publishing|BS Asahi|GREE Entertainment|Micro House";"Sentai Filmworks"
"Uzaki-chan wa Asobitai! Double";"fall";"ENGI";"Adult Cast|Romantic Subtext";"Comedy";"01/10/2022";"Saturdays at 21:00 (JST)";"7.25";"82.803";"PG-13 - Teens 13 or older";"221.690";"917";"Movic|AT-X|Sammy|ABC Animation|Kadokawa|INCS toenter";"N/A"
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau";"fall";"EMT Squared";"Harem";"Action|Fantasy";"02/10/2022";"Sundays at 22:00 (JST)";"6.93";"99.767";"PG-13 - Teens 13 or older";"197.963";"1.041";"Square Enix|Nippon Columbia|Nikkatsu|Crunchyroll|Yomiuri TV Enterprise|Jinnan Studio|Hakuhodo|Muse Communication";"N/A"
"Mairimashita! Iruma-kun 3rd Season";"fall";"Bandai Namco Pictures";"Isekai|School";"Comedy|Fantasy";"08/10/2022";"Saturdays at 18:25 (JST)";"7.82";"84.252";"PG-13 - Teens 13 or older";"195.884";"1.265";"NHK|NHK Enterprises";"N/A"
"Urusei Yatsura (2022)";"fall";"David Production";"N/A";"Comedy|Romance|Sci-Fi";"14/10/2022";"Fridays at 00:55 (JST)";"7.41";"48.161";"PG-13 - Teens 13 or older";"178.782";"1.184";"Aniplex|Dentsu|Shogakukan-Shueisha Productions|Fuji TV|Shogakukan|Fuji Creative";"Sentai Filmworks"
"Akuyaku Reijou nanode Last Boss wo Kattemimashita";"fall";"Maho Film";"Isekai|Reincarnation";"Comedy|Fantasy|Romance";"01/10/2022";"Saturdays at 22:30 (JST)";"7.21";"84.887";"PG-13 - Teens 13 or older";"175.674";"1.020";"WOWOW|Mainichi Broadcasting System|Tokyo MX|bilibili|Kadokawa|Bit grooove promotion|NetEase|ADK Marketing Solutions";"Crunchyroll"
"Shinobi no Ittoki";"fall";"TROYCA";"School";"Action";"04/10/2022";"Tuesdays at 20:00 (JST)";"6.06";"60.430";"PG-13 - Teens 13 or older";"168.079";"708";"TMS Entertainment|Toy's Factory|DMM pictures|DMM Music|NetEase|Vobile Japan";"N/A"
"Akiba Meido Sensou";"fall";"P.A. Works";"Organized Crime";"Action|Comedy";"07/10/2022";"Fridays at 00:00 (JST)";"7.58";"66.470";"R - 17+ (violence & profanity)";"160.644";"1.016";"Shochiku|Movic|Tokyo MX|Fields|Cygames|Tencent Japan|dugout|Happinet Media Marketing";"Sentai Filmworks"
"Kidou Senshi Gundam: Suisei no Majo";"fall";"Sunrise";"Mecha|School|Space";"Action|Sci-Fi";"02/10/2022";"Sundays at 17:00 (JST)";"7.86";"79.779";"R - 17+ (violence & profanity)";"159.148";"1.605";"Sotsu|Mainichi Broadcasting System|Bandai Namco Filmworks";"N/A"
"Renai Flops";"fall";"Passione";"Harem|School";"Comedy|Romance|Sci-Fi|Ecchi";"12/10/2022";"Wednesdays at 21:00 (JST)";"6.71";"56.875";"R+ - Mild Nudity";"145.380";"774";"Movic|AT-X|Tokyo MX|TV Aichi|BS11|Sun TV|NTT Plala|Kadokawa";"Sentai Filmworks"
"Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.";"fall";"Studio A-CAT";"N/A";"Action|Adventure|Fantasy";"01/10/2022";"Saturdays at 22:00 (JST)";"5.96";"54.972";"PG-13 - Teens 13 or older";"136.975";"465";"Nippon Columbia|KlockWorx|Bushiroad|NBCUniversal Entertainment Japan|Docomo Anime Store|Futabasha|bilibili|Bushiroad Move";"Sentai Filmworks"
"Do It Yourself!!";"fall";"PINE JAM";"CGDCT|School";"Slice of Life";"06/10/2022";"Thursdays at 00:00 (JST)";"7.45";"41.735";"PG-13 - Teens 13 or older";"110.096";"586";"TV Tokyo|AT-X|TV Tokyo Music|Avex Pictures|BS11|Sumitomo|MAGNET";"N/A"
"Futoku no Guild";"fall";"TNK";"Harem";"Comedy|Fantasy|Ecchi";"05/10/2022";"Wednesdays at 23:30 (JST)";"6.56";"40.620";"R+ - Mild Nudity";"109.226";"485";"Square Enix|Lantis|AT-X|Egg Firm|Kadokawa|Bandai Namco Music Live";"Sentai Filmworks"
"Arknights: Reimei Zensou";"fall";"Yostar Pictures";"N/A";"Action|Fantasy";"29/10/2022";"Saturdays at 01:23 (JST)";"7.08";"37.345";"PG-13 - Teens 13 or older";"107.241";"1.062";"Hypergryph|Studio Montagne|Yostar|Legendoor";"N/A"
"Golden Kamuy 4th Season";"fall";"Brain's Base";"Adult Cast|Historical|Military";"Action|Adventure";"03/10/2022";"Mondays at 23:00 (JST)";"8.11";"35.053";"R - 17+ (violence & profanity)";"98.896";"591";"NBCUniversal Entertainment Japan|Tokyo MX|Good Smile Company|Sammy|Shueisha|JR East Marketing & Communications|Twin Engine";"N/A"
"Vinland Saga Season 2";"winter";"MAPPA";"Gore|Historical";"Action|Adventure|Drama";"10/01/2023";"Tuesdays at 00:30 (JST)";"8.81";"338.292";"R - 17+ (violence & profanity)";"639.961";"15.247";"Dentsu|Kodansha|Twin Engine";"N/A"
"Tomo-chan wa Onnanoko!";"winter";"Lay-duce";"School";"Comedy|Romance";"05/01/2023";"Thursdays at 00:30 (JST)";"7.78";"214.130";"PG-13 - Teens 13 or older";"408.836";"2.949";"Aniplex|Seikaisha|Crunchyroll|INSPION Edge|Three S Studio";"N/A"
"Tokyo Revengers: Seiya Kessen-hen";"winter";"LIDENFILMS";"Delinquents|Time Travel";"Action|Drama|Supernatural";"08/01/2023";"Sundays at 02:08 (JST)";"7.66";"156.974";"R - 17+ (violence & profanity)";"363.960";"2.538";"Mainichi Broadcasting System|Pony Canyon|Kodansha|AT-X|Ultra Super Pictures|Studio Mausu|Sammy";"N/A"
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou";"winter";"SILVER LINK.";"Reincarnation|School";"Action|Fantasy";"08/01/2023";"Sundays at 00:30 (JST)";"6.88";"101.577";"R - 17+ (violence & profanity)";"346.365";"4.073";"Aniplex|Movic|AT-X|Tokyo MX|Q-Tec|Docomo Anime Store|Medicos Entertainment|BS11|Yomiuri TV Enterprise|Contents Seed|Kadokawa|ADK Marketing Solutions";"Aniplex of America"
"Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken";"winter";"Project No.9";"School";"Romance";"07/01/2023";"Saturdays at 22:30 (JST)";"7.82";"174.256";"PG-13 - Teens 13 or older";"323.501";"5.414";"Pony Canyon|Movic|Magic Capsule|TOHO animation|Tokyo MX|Good Smile Company|Miracle Bus|Pia|SB Creative|Toho Music";"N/A"
"Bungou Stray Dogs 4th Season";"winter";"Bones";"Adult Cast|Detective|Organized Crime|Super Power";"Action|Mystery|Supernatural";"04/01/2023";"Wednesdays at 23:00 (JST)";"8.44";"115.573";"R - 17+ (violence & profanity)";"298.390";"3.262";"WOWOW|Lantis|Movic|Glovision|Crunchyroll|Kadokawa|Sony Music Solutions|Bandai Namco Music Live";"N/A"
"Ijiranaide, Nagatoro-san 2nd Attack";"winter";"OLM";"Romantic Subtext|School";"Comedy";"08/01/2023";"Sundays at 01:00 (JST)";"7.48";"119.292";"PG-13 - Teens 13 or older";"287.741";"2.000";"TMS Entertainment|Mainichi Broadcasting System|Kodansha|King Records";"N/A"
"NieR:Automata Ver1.1a";"winter";"A-1 Pictures";"N/A";"Action|Fantasy|Sci-Fi";"08/01/2023";"Sundays at 00:00 (JST)";"7.51";"75.674";"PG-13 - Teens 13 or older";"286.478";"2.141";"Aniplex|Square Enix";"Aniplex of America"
"Buddy Daddies";"winter";"P.A. Works";"Childcare|Organized Crime";"Action|Comedy";"07/01/2023";"Saturdays at 00:00 (JST)";"8.12";"127.056";"PG-13 - Teens 13 or older";"284.231";"3.075";"Aniplex|Movic|Nitroplus|Tokyo MX|Nagoya Broadcasting Network|BS11|Bit grooove promotion";"Crunchyroll"
"Tondemo Skill de Isekai Hourou Meshi";"winter";"MAPPA";"Isekai";"Adventure|Comedy|Fantasy|Gourmet";"11/01/2023";"Wednesdays at 00:00 (JST)";"7.66";"128.661";"PG-13 - Teens 13 or older";"236.281";"1.825";"dugout";"Crunchyroll"
"Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2";"winter";"SILVER LINK.";"Video Game";"Action|Adventure|Comedy|Fantasy";"11/01/2023";"Wednesdays at 23:30 (JST)";"7.2";"80.962";"PG-13 - Teens 13 or older";"234.283";"1.345";"MAGES.|Docomo Anime Store|Sammy|ABC Animation|Kadokawa Media House|Kadokawa|D-techno";"Crunchyroll"
"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen";"winter";"J.C.Staff";"N/A";"Action|Adventure|Fantasy";"07/01/2023";"Saturdays at 01:05 (JST)";"8.24";"116.226";"R - 17+ (violence & profanity)";"221.070";"1.536";"Genco|Movic|Warner Bros. Japan|KlockWorx|Hakuhodo DY Music & Pictures|Egg Firm|FuRyu|GREE|SB Creative";"Sentai Filmworks"
"Isekai Nonbiri Nouka";"winter";"Zero-G";"Isekai|Reincarnation";"Fantasy|Slice of Life";"06/01/2023";"Fridays at 21:00 (JST)";"7.56";"111.280";"PG-13 - Teens 13 or older";"213.873";"1.778";"MediaNet|Pony Canyon|AT-X|Hakuhodo|Kadokawa|Saber Links";"Sentai Filmworks"
"Saikyou Onmyouji no Isekai Tenseiki";"winter";"Studio Blanc.";"Isekai|Reincarnation";"Action|Adventure|Fantasy";"07/01/2023";"Saturdays at 23:30 (JST)";"7.14";"114.056";"PG-13 - Teens 13 or older";"212.929";"950";"KlockWorx|Asmik Ace|King Records|Futabasha|Crunchyroll";"N/A"
"Koori Zokusei Danshi to Cool na Douryou Joshi";"winter";"Zero-G|Liber";"Adult Cast|Mythology|Workplace";"Comedy|Fantasy|Romance";"04/01/2023";"Wednesdays at 22:30 (JST)";"7.32";"86.801";"PG-13 - Teens 13 or older";"211.021";"1.164";"Square Enix|Lantis|Movic|Nagoya Broadcasting Network|ABC Animation|NetEase|BS Asahi|Bandai Namco Music Live|Saber Links";"N/A"
"Kubo-san wa Mob wo Yurusanai";"winter";"PINE JAM";"School";"Comedy|Romance";"10/01/2023";"Tuesdays at 21:30 (JST)";"7.56";"80.630";"PG-13 - Teens 13 or older";"205.326";"1.577";"Pony Canyon|AT-X|Tokyo MX|Glovision|Shueisha|bilibili|Kadokawa";"Sentai Filmworks"
